TOTAL POR EJECUTAR al empezar = 0

1) precios duplicados eliminados: 722
   f784 (dup de f776)  0  SUMINISTRO E INSTALACIÓN DE SEÑALIZACIÓN PARA CICLORRUTA UM
   f786 (dup de f150)  0  UN UM
   f787 (dup de f779)  0  656243.109693756 UM
   f788 (dup de f776)  0  SUMINISTRO E INSTALACIÓN DE SEÑALIZACIÓN PARA CICLORRUTA UM
   f790 (dup de f150)  0  UN UM
   f791 (dup de f779)  0  656243.109693756 UM
   f792 (dup de f776)  0  SUMINISTRO E INSTALACIÓN DE SEÑALIZACIÓN PARA CICLORRUTA UM
   f794 (dup de f150)  0  UN UM
   f795 (dup de f783)  0  800296.475236288 UM
   f796 (dup de f776)  0  SUMINISTRO E INSTALACIÓN DE SEÑALIZACIÓN PARA CICLORRUTA UM
   f798 (dup de f150)  0  UN UM
   f799 (dup de f783)  0  800296.475236288 UM
   f800 (dup de f776)  0  SUMINISTRO E INSTALACIÓN DE SEÑALIZACIÓN PARA CICLORRUTA UM
   f802 (dup de f150)  0  UN UM
   f803 (dup de f779)  0  656243.109693756 UM
   f804 (dup de f776)  0  SUMINISTRO E INSTALACIÓN DE SEÑALIZACIÓN PARA CICLORRUTA UM
   f806 (dup de f150)  0  UN UM
   f807 (dup de f779)  0  656243.109693756 UM
   f810 (dup de f150)  0  UN UM
   f812 (dup de f124)  0  ACABADOS Y PREFABRICADOS UM
   f814 (dup de f6)  0  M2 UM
   f818 (dup de f6)  0  M2 UM
   f820 (dup de f816)  0  EMPRADIZACIÓN Y ARBORIZACIÓN UM
   f822 (dup de f150)  0  UN UM
   f825 (dup de f824)  0  Drenaje UM
   f826 (dup de f6)  0  M2 UM
   f830 (dup de f6)  0  M2 UM
   f832 (dup de f828)  0  ZONAS VERDES Y PARQUES UM
   f834 (dup de f6)  0  M2 UM
   f835 (dup de f831)  0  347210.914872589 UM
   f836 (dup de f828)  0  ZONAS VERDES Y PARQUES UM
   f838 (dup de f6)  0  M2 UM
   f839 (dup de f831)  0  347210.914872589 UM
   f840 (dup de f828)  0  ZONAS VERDES Y PARQUES UM
   f842 (dup de f6)  0  M2 UM
   f843 (dup de f831)  0  347210.914872589 UM
   f844 (dup de f828)  0  ZONAS VERDES Y PARQUES UM
   f846 (dup de f6)  0  M2 UM
   f850 (dup de f6)  0  M2 UM
   f851 (dup de f311)  0  349252.227872035 UM
   f852 (dup de f848)  0  CONTROLES AMBIENTALES UM
   f854 (dup de f6)  0  M2 UM
   f858 (dup de f6)  0  M2 UM
   f860 (dup de f856)  0  ZMPA UM
   f862 (dup de f6)  0  M2 UM
   f863 (dup de f859)  0  603423.425899566 UM
   f866 (dup de f42)  0  M3 UM
   f868 (dup de f864)  0  CIMENTACIÓN REDES HIDROSANITARIAS UM
   f870 (dup de f42)  0  M3 UM
